2024-11-29T21:53:37.057895+08:00 - INFO - >>>>>>>>>>>>>>Running settings>>>>>>>>>>>>>>
2024-11-29T21:53:37.058038+08:00 - INFO - iteration: 10000
2024-11-29T21:53:37.058125+08:00 - INFO - lr: 0.0001
2024-11-29T21:53:37.058207+08:00 - INFO - dlr: 0.0001
2024-11-29T21:53:37.058270+08:00 - INFO - batch_size: 64
2024-11-29T21:53:37.058328+08:00 - INFO - print_freq: 50
2024-11-29T21:53:37.058399+08:00 - INFO - dataset: bank
2024-11-29T21:53:37.058458+08:00 - INFO - level: 2
2024-11-29T21:53:37.058514+08:00 - INFO - dataset_portion: 0.05
2024-11-29T21:53:37.058585+08:00 - INFO - train_portion: 0.7
2024-11-29T21:53:37.058640+08:00 - INFO - test_portion: 0.3
2024-11-29T21:53:37.058700+08:00 - INFO - attack: fsha
2024-11-29T21:53:37.058754+08:00 - INFO - loss_threshold: 1.7
2024-11-29T21:53:37.058809+08:00 - INFO - n_domins: 4
2024-11-29T21:53:37.058863+08:00 - INFO - pseudo_train: None
2024-11-29T21:53:37.058917+08:00 - INFO - a: 0.7
2024-11-29T21:53:37.059006+08:00 - INFO - >>>>>>>>>>>>>>>>>>>>>>>>>>>>>>


2024-11-29T21:53:37.743100+08:00 - CRITICAL - Dataset column permutation is: 
 range(0, 20)
2024-11-29T21:53:37.747622+08:00 - CRITICAL - Creating dataset, len(samples): 30488; positive labels sum: 3859
2024-11-29T21:53:37.750081+08:00 - CRITICAL - 
[FUNCTION]: Splitting dataset by getSplittedDataset()......
2024-11-29T21:53:37.750201+08:00 - INFO - Display first (x, y) pair of dataset:
 tensor([0.5000, 0.3000, 0.5000, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 0.6667,
        0.2500, 0.0531, 0.0000, 1.0000, 0.0000, 0.5000, 0.9375, 0.6988, 0.6025,
        0.9574, 0.8597]), tensor(0.)
2024-11-29T21:53:37.751628+08:00 - INFO - Shape of (x, y): torch.Size([20]) torch.Size([])
2024-11-29T21:53:37.754002+08:00 - CRITICAL - len(trainset): 21341
2024-11-29T21:53:37.754153+08:00 - CRITICAL - len(testset): 9147
2024-11-29T21:53:37.754244+08:00 - INFO - DataSet:bank
2024-11-29T21:53:37.754350+08:00 - INFO - Train Dataset: 21341
2024-11-29T21:53:37.754413+08:00 - INFO - Test Dataset: 9147
2024-11-29T21:53:37.754473+08:00 - INFO - Shadow Dataset:1067
2024-11-29T21:53:43.878267+08:00 - CRITICAL - Iter: 50 / 10000,  Pseudo Inverse Loss: 0.3128, Discriminator Loss: 6.0153, Pseudo Target MSELoss: 0.5481,  Dis_Pseudo_Loss: 5.5685, Dis_target_Loss.: 0.0665
2024-11-29T21:54:32.717939+08:00 - CRITICAL - Iter: 600 / 10000,  Pseudo Inverse Loss: 0.0575, Discriminator Loss: -10.5184, Pseudo Target MSELoss: 81.6513,  Dis_Pseudo_Loss: -10.7843, Dis_target_Loss.: 0.1437
2024-11-29T21:54:37.152935+08:00 - CRITICAL - Iter: 650 / 10000,  Pseudo Inverse Loss: 0.0551, Discriminator Loss: -6.1338, Pseudo Target MSELoss: 17.0341,  Dis_Pseudo_Loss: -6.9027, Dis_target_Loss.: 0.1454
2024-11-29T21:54:41.803586+08:00 - CRITICAL - Iter: 700 / 10000,  Pseudo Inverse Loss: 0.0478, Discriminator Loss: -3.6830, Pseudo Target MSELoss: 3.7303,  Dis_Pseudo_Loss: -3.9448, Dis_target_Loss.: 0.1476
2024-11-29T21:54:46.228636+08:00 - CRITICAL - Iter: 750 / 10000,  Pseudo Inverse Loss: 0.0437, Discriminator Loss: -0.9021, Pseudo Target MSELoss: 0.7388,  Dis_Pseudo_Loss: -1.9901, Dis_target_Loss.: 0.1510
2024-11-29T21:54:50.830079+08:00 - CRITICAL - Iter: 800 / 10000,  Pseudo Inverse Loss: 0.0488, Discriminator Loss: 0.1059, Pseudo Target MSELoss: 0.1547,  Dis_Pseudo_Loss: -0.7337, Dis_target_Loss.: 0.1682
2024-11-29T21:54:55.405595+08:00 - CRITICAL - Iter: 850 / 10000,  Pseudo Inverse Loss: 0.0360, Discriminator Loss: 38.6152, Pseudo Target MSELoss: 0.1851,  Dis_Pseudo_Loss: 0.2886, Dis_target_Loss.: 0.0484
2024-11-29T21:54:59.838800+08:00 - CRITICAL - Iter: 900 / 10000,  Pseudo Inverse Loss: 0.0359, Discriminator Loss: 7.5870, Pseudo Target MSELoss: 39.0228,  Dis_Pseudo_Loss: 7.1502, Dis_target_Loss.: -0.0992
2024-11-29T21:55:03.878269+08:00 - CRITICAL - Iter: 950 / 10000,  Pseudo Inverse Loss: 0.0350, Discriminator Loss: 4.3879, Pseudo Target MSELoss: 5409.2886,  Dis_Pseudo_Loss: 4.0675, Dis_target_Loss.: 0.0316
2024-11-29T21:55:08.007745+08:00 - CRITICAL - Iter: 1000 / 10000,  Pseudo Inverse Loss: 0.0296, Discriminator Loss: -16.9521, Pseudo Target MSELoss: 198.3769,  Dis_Pseudo_Loss: -21.7950, Dis_target_Loss.: 0.2021
2024-11-29T21:55:11.804086+08:00 - CRITICAL - Iter: 1050 / 10000,  Pseudo Inverse Loss: 0.0243, Discriminator Loss: -3.1294, Pseudo Target MSELoss: 4.8505,  Dis_Pseudo_Loss: -3.6783, Dis_target_Loss.: 0.1651
2024-11-29T21:55:16.104304+08:00 - CRITICAL - Iter: 1100 / 10000,  Pseudo Inverse Loss: 0.0243, Discriminator Loss: -0.0307, Pseudo Target MSELoss: 0.2666,  Dis_Pseudo_Loss: -0.7532, Dis_target_Loss.: 0.1504
2024-11-29T21:55:20.274296+08:00 - CRITICAL - Iter: 1150 / 10000,  Pseudo Inverse Loss: 0.0241, Discriminator Loss: 0.5289, Pseudo Target MSELoss: 0.1399,  Dis_Pseudo_Loss: -0.1574, Dis_target_Loss.: 0.1556
2024-11-29T21:55:24.077893+08:00 - CRITICAL - Iter: 1200 / 10000,  Pseudo Inverse Loss: 0.0177, Discriminator Loss: 0.4764, Pseudo Target MSELoss: 0.1222,  Dis_Pseudo_Loss: -0.0174, Dis_target_Loss.: 0.1568
2024-11-29T21:55:28.254410+08:00 - CRITICAL - Iter: 1250 / 10000,  Pseudo Inverse Loss: 0.0158, Discriminator Loss: 3.6438, Pseudo Target MSELoss: 0.1213,  Dis_Pseudo_Loss: 0.0218, Dis_target_Loss.: 0.1606
2024-11-29T21:55:32.888324+08:00 - CRITICAL - Iter: 1300 / 10000,  Pseudo Inverse Loss: 0.0155, Discriminator Loss: 3.2049, Pseudo Target MSELoss: 0.1204,  Dis_Pseudo_Loss: 0.1013, Dis_target_Loss.: 0.1118
2024-11-29T21:55:37.603698+08:00 - CRITICAL - Iter: 1350 / 10000,  Pseudo Inverse Loss: 0.0151, Discriminator Loss: 5.7536, Pseudo Target MSELoss: 0.2364,  Dis_Pseudo_Loss: 0.5326, Dis_target_Loss.: -0.0977
2024-11-29T21:55:41.776448+08:00 - CRITICAL - Iter: 1400 / 10000,  Pseudo Inverse Loss: 0.0100, Discriminator Loss: 3.2391, Pseudo Target MSELoss: 6.3374,  Dis_Pseudo_Loss: 2.7411, Dis_target_Loss.: -0.1818
2024-11-29T21:55:46.132205+08:00 - CRITICAL - Iter: 1450 / 10000,  Pseudo Inverse Loss: 0.0159, Discriminator Loss: 20.3033, Pseudo Target MSELoss: 1316.8888,  Dis_Pseudo_Loss: 16.9343, Dis_target_Loss.: -0.1444
2024-11-29T21:55:50.467441+08:00 - CRITICAL - Iter: 1500 / 10000,  Pseudo Inverse Loss: 0.0107, Discriminator Loss: -11.5013, Pseudo Target MSELoss: 104.5363,  Dis_Pseudo_Loss: -12.7116, Dis_target_Loss.: 0.1959
2024-11-29T21:55:54.758439+08:00 - CRITICAL - Iter: 1550 / 10000,  Pseudo Inverse Loss: 0.0077, Discriminator Loss: -0.3880, Pseudo Target MSELoss: 1.8848,  Dis_Pseudo_Loss: -1.4808, Dis_target_Loss.: 0.1406
2024-11-29T21:55:58.629890+08:00 - CRITICAL - Iter: 1600 / 10000,  Pseudo Inverse Loss: 0.0084, Discriminator Loss: -0.5128, Pseudo Target MSELoss: 0.5968,  Dis_Pseudo_Loss: -0.8077, Dis_target_Loss.: 0.1556
2024-11-29T21:56:03.021032+08:00 - CRITICAL - Iter: 1650 / 10000,  Pseudo Inverse Loss: 0.0081, Discriminator Loss: -0.0344, Pseudo Target MSELoss: 0.1791,  Dis_Pseudo_Loss: -0.4272, Dis_target_Loss.: 0.1413
2024-11-29T21:56:07.569865+08:00 - CRITICAL - Iter: 1700 / 10000,  Pseudo Inverse Loss: 0.0076, Discriminator Loss: -0.0774, Pseudo Target MSELoss: 0.1568,  Dis_Pseudo_Loss: -0.2458, Dis_target_Loss.: 0.1315
2024-11-29T21:56:11.904618+08:00 - CRITICAL - Iter: 1750 / 10000,  Pseudo Inverse Loss: 0.0085, Discriminator Loss: 0.0961, Pseudo Target MSELoss: 0.1444,  Dis_Pseudo_Loss: -0.1186, Dis_target_Loss.: 0.1417
2024-11-29T21:56:16.210470+08:00 - CRITICAL - Iter: 1800 / 10000,  Pseudo Inverse Loss: 0.0095, Discriminator Loss: 0.8177, Pseudo Target MSELoss: 0.1593,  Dis_Pseudo_Loss: -0.0182, Dis_target_Loss.: 0.1090
2024-11-29T21:56:20.506381+08:00 - CRITICAL - Iter: 1850 / 10000,  Pseudo Inverse Loss: 0.0068, Discriminator Loss: 0.4947, Pseudo Target MSELoss: 0.1331,  Dis_Pseudo_Loss: 0.0596, Dis_target_Loss.: 0.0222
2024-11-29T21:56:24.891502+08:00 - CRITICAL - Iter: 1900 / 10000,  Pseudo Inverse Loss: 0.0142, Discriminator Loss: 0.4075, Pseudo Target MSELoss: 0.1257,  Dis_Pseudo_Loss: 0.1390, Dis_target_Loss.: -0.1254
2024-11-29T21:56:29.433502+08:00 - CRITICAL - Iter: 1950 / 10000,  Pseudo Inverse Loss: 0.0056, Discriminator Loss: 4.0598, Pseudo Target MSELoss: 0.1195,  Dis_Pseudo_Loss: 0.2228, Dis_target_Loss.: -0.2098
2024-11-29T21:56:34.026268+08:00 - CRITICAL - Iter: 2000 / 10000,  Pseudo Inverse Loss: 0.0085, Discriminator Loss: 0.7918, Pseudo Target MSELoss: 0.1130,  Dis_Pseudo_Loss: 0.2818, Dis_target_Loss.: -0.2704
2024-11-29T21:56:38.540341+08:00 - CRITICAL - Iter: 2050 / 10000,  Pseudo Inverse Loss: 0.0087, Discriminator Loss: 1.4126, Pseudo Target MSELoss: 0.0828,  Dis_Pseudo_Loss: 0.3260, Dis_target_Loss.: -0.2993
2024-11-29T21:56:42.907558+08:00 - CRITICAL - Iter: 2100 / 10000,  Pseudo Inverse Loss: 0.0091, Discriminator Loss: 1.6059, Pseudo Target MSELoss: 0.0786,  Dis_Pseudo_Loss: 0.3349, Dis_target_Loss.: -0.2741
2024-11-29T21:56:46.989929+08:00 - CRITICAL - Iter: 2150 / 10000,  Pseudo Inverse Loss: 0.0092, Discriminator Loss: 0.5065, Pseudo Target MSELoss: 0.0828,  Dis_Pseudo_Loss: 0.3680, Dis_target_Loss.: -0.3020
2024-11-29T21:56:51.291396+08:00 - CRITICAL - Iter: 2200 / 10000,  Pseudo Inverse Loss: 0.0115, Discriminator Loss: 0.3334, Pseudo Target MSELoss: 0.0862,  Dis_Pseudo_Loss: 0.4144, Dis_target_Loss.: -0.3011
2024-11-29T21:56:55.665995+08:00 - CRITICAL - Iter: 2250 / 10000,  Pseudo Inverse Loss: 0.0086, Discriminator Loss: 0.7382, Pseudo Target MSELoss: 0.0955,  Dis_Pseudo_Loss: 0.4795, Dis_target_Loss.: -0.3495
2024-11-29T21:56:59.779670+08:00 - CRITICAL - Iter: 2300 / 10000,  Pseudo Inverse Loss: 0.0108, Discriminator Loss: 0.3758, Pseudo Target MSELoss: 0.0908,  Dis_Pseudo_Loss: 0.5791, Dis_target_Loss.: -0.3585
2024-11-29T21:57:03.946096+08:00 - CRITICAL - Iter: 2350 / 10000,  Pseudo Inverse Loss: 0.0066, Discriminator Loss: 0.5499, Pseudo Target MSELoss: 0.1350,  Dis_Pseudo_Loss: 0.6665, Dis_target_Loss.: -0.3705
2024-11-29T21:57:08.026689+08:00 - CRITICAL - Iter: 2400 / 10000,  Pseudo Inverse Loss: 0.0075, Discriminator Loss: 0.7465, Pseudo Target MSELoss: 0.1798,  Dis_Pseudo_Loss: 0.7654, Dis_target_Loss.: -0.3687
2024-11-29T21:57:12.455433+08:00 - CRITICAL - Iter: 2450 / 10000,  Pseudo Inverse Loss: 0.0070, Discriminator Loss: 1.0685, Pseudo Target MSELoss: 0.2985,  Dis_Pseudo_Loss: 0.9269, Dis_target_Loss.: -0.3975
2024-11-29T21:57:16.966195+08:00 - CRITICAL - Iter: 2500 / 10000,  Pseudo Inverse Loss: 0.0096, Discriminator Loss: 1.2236, Pseudo Target MSELoss: 0.4427,  Dis_Pseudo_Loss: 1.0719, Dis_target_Loss.: -0.3928
2024-11-29T21:57:21.510311+08:00 - CRITICAL - Iter: 2550 / 10000,  Pseudo Inverse Loss: 0.0073, Discriminator Loss: 1.0949, Pseudo Target MSELoss: 0.7480,  Dis_Pseudo_Loss: 1.2688, Dis_target_Loss.: -0.4066
2024-11-29T21:57:25.947182+08:00 - CRITICAL - Iter: 2600 / 10000,  Pseudo Inverse Loss: 0.0071, Discriminator Loss: 1.2375, Pseudo Target MSELoss: 1.0846,  Dis_Pseudo_Loss: 1.4524, Dis_target_Loss.: -0.3985
2024-11-29T21:57:30.514447+08:00 - CRITICAL - Iter: 2650 / 10000,  Pseudo Inverse Loss: 0.0088, Discriminator Loss: 2.0182, Pseudo Target MSELoss: 1.7867,  Dis_Pseudo_Loss: 1.7485, Dis_target_Loss.: -0.4006
2024-11-29T21:57:35.007083+08:00 - CRITICAL - Iter: 2700 / 10000,  Pseudo Inverse Loss: 0.0066, Discriminator Loss: 2.5696, Pseudo Target MSELoss: 2.6200,  Dis_Pseudo_Loss: 2.0580, Dis_target_Loss.: -0.4206
2024-11-29T21:57:39.478163+08:00 - CRITICAL - Iter: 2750 / 10000,  Pseudo Inverse Loss: 0.0074, Discriminator Loss: 2.5814, Pseudo Target MSELoss: 3.9820,  Dis_Pseudo_Loss: 2.0704, Dis_target_Loss.: -0.3702
2024-11-29T21:57:44.059542+08:00 - CRITICAL - Iter: 2800 / 10000,  Pseudo Inverse Loss: 0.0073, Discriminator Loss: 2.3894, Pseudo Target MSELoss: 5.3457,  Dis_Pseudo_Loss: 2.4442, Dis_target_Loss.: -0.3521
2024-11-29T21:57:48.310739+08:00 - CRITICAL - Iter: 2850 / 10000,  Pseudo Inverse Loss: 0.0063, Discriminator Loss: 2.1749, Pseudo Target MSELoss: 6.9444,  Dis_Pseudo_Loss: 2.1819, Dis_target_Loss.: -0.2791
2024-11-29T21:57:52.611795+08:00 - CRITICAL - Iter: 2900 / 10000,  Pseudo Inverse Loss: 0.0076, Discriminator Loss: 3.2627, Pseudo Target MSELoss: 7.8579,  Dis_Pseudo_Loss: 1.6507, Dis_target_Loss.: -0.1585
2024-11-29T21:57:57.006062+08:00 - CRITICAL - Iter: 2950 / 10000,  Pseudo Inverse Loss: 0.0080, Discriminator Loss: 1.7523, Pseudo Target MSELoss: 8.3147,  Dis_Pseudo_Loss: 0.8818, Dis_target_Loss.: -0.0426
2024-11-29T21:58:01.829781+08:00 - CRITICAL - Iter: 3000 / 10000,  Pseudo Inverse Loss: 0.0066, Discriminator Loss: 0.7103, Pseudo Target MSELoss: 8.9223,  Dis_Pseudo_Loss: 0.0467, Dis_target_Loss.: 0.0385
2024-11-29T21:58:06.304603+08:00 - CRITICAL - Iter: 3050 / 10000,  Pseudo Inverse Loss: 0.0055, Discriminator Loss: -0.5072, Pseudo Target MSELoss: 9.0240,  Dis_Pseudo_Loss: -0.7698, Dis_target_Loss.: 0.1297
2024-11-29T21:58:10.299278+08:00 - CRITICAL - Iter: 3100 / 10000,  Pseudo Inverse Loss: 0.0068, Discriminator Loss: -1.0575, Pseudo Target MSELoss: 8.1677,  Dis_Pseudo_Loss: -1.5833, Dis_target_Loss.: 0.2211
2024-11-29T21:58:14.773800+08:00 - CRITICAL - Iter: 3150 / 10000,  Pseudo Inverse Loss: 0.0050, Discriminator Loss: -1.6665, Pseudo Target MSELoss: 6.6832,  Dis_Pseudo_Loss: -2.0934, Dis_target_Loss.: 0.2391
2024-11-29T21:58:18.976785+08:00 - CRITICAL - Iter: 3200 / 10000,  Pseudo Inverse Loss: 0.0050, Discriminator Loss: -1.7889, Pseudo Target MSELoss: 4.9694,  Dis_Pseudo_Loss: -2.2241, Dis_target_Loss.: 0.2591
2024-11-29T21:58:23.396758+08:00 - CRITICAL - Iter: 3250 / 10000,  Pseudo Inverse Loss: 0.0053, Discriminator Loss: -1.7737, Pseudo Target MSELoss: 3.5056,  Dis_Pseudo_Loss: -2.1577, Dis_target_Loss.: 0.2002
2024-11-29T21:58:27.151214+08:00 - CRITICAL - Iter: 3300 / 10000,  Pseudo Inverse Loss: 0.0051, Discriminator Loss: -1.6210, Pseudo Target MSELoss: 2.4394,  Dis_Pseudo_Loss: -1.8961, Dis_target_Loss.: 0.2242
2024-11-29T21:58:31.602678+08:00 - CRITICAL - Iter: 3350 / 10000,  Pseudo Inverse Loss: 0.0063, Discriminator Loss: -1.3478, Pseudo Target MSELoss: 1.7256,  Dis_Pseudo_Loss: -1.6138, Dis_target_Loss.: 0.2121
2024-11-29T21:58:35.344544+08:00 - CRITICAL - Iter: 3400 / 10000,  Pseudo Inverse Loss: 0.0074, Discriminator Loss: -0.9455, Pseudo Target MSELoss: 1.1440,  Dis_Pseudo_Loss: -1.3468, Dis_target_Loss.: 0.2200
2024-11-29T21:58:39.174391+08:00 - CRITICAL - Iter: 3450 / 10000,  Pseudo Inverse Loss: 0.0034, Discriminator Loss: -0.8706, Pseudo Target MSELoss: 0.8259,  Dis_Pseudo_Loss: -1.1254, Dis_target_Loss.: 0.2136
2024-11-29T21:58:42.704180+08:00 - CRITICAL - Iter: 3500 / 10000,  Pseudo Inverse Loss: 0.0041, Discriminator Loss: -0.6804, Pseudo Target MSELoss: 0.5757,  Dis_Pseudo_Loss: -0.9286, Dis_target_Loss.: 0.2225
2024-11-29T21:58:46.571121+08:00 - CRITICAL - Iter: 3550 / 10000,  Pseudo Inverse Loss: 0.0044, Discriminator Loss: -0.4810, Pseudo Target MSELoss: 0.3778,  Dis_Pseudo_Loss: -0.7387, Dis_target_Loss.: 0.2307
2024-11-29T21:58:50.891175+08:00 - CRITICAL - Iter: 3600 / 10000,  Pseudo Inverse Loss: 0.0047, Discriminator Loss: -0.3301, Pseudo Target MSELoss: 0.2492,  Dis_Pseudo_Loss: -0.5603, Dis_target_Loss.: 0.2164
2024-11-29T21:58:55.184649+08:00 - CRITICAL - Iter: 3650 / 10000,  Pseudo Inverse Loss: 0.0049, Discriminator Loss: -0.0148, Pseudo Target MSELoss: 0.1610,  Dis_Pseudo_Loss: -0.3927, Dis_target_Loss.: 0.2046
2024-11-29T21:58:59.928108+08:00 - CRITICAL - Iter: 3700 / 10000,  Pseudo Inverse Loss: 0.0076, Discriminator Loss: 0.1429, Pseudo Target MSELoss: 0.1056,  Dis_Pseudo_Loss: -0.2253, Dis_target_Loss.: 0.2262
2024-11-29T21:59:04.163108+08:00 - CRITICAL - Iter: 3750 / 10000,  Pseudo Inverse Loss: 0.0032, Discriminator Loss: 1.2026, Pseudo Target MSELoss: 0.1123,  Dis_Pseudo_Loss: -0.0877, Dis_target_Loss.: 0.2113
2024-11-29T21:59:08.723865+08:00 - CRITICAL - Iter: 3800 / 10000,  Pseudo Inverse Loss: 0.0039, Discriminator Loss: 1.6321, Pseudo Target MSELoss: 0.1266,  Dis_Pseudo_Loss: 0.0410, Dis_target_Loss.: 0.1551
2024-11-29T21:59:12.963893+08:00 - CRITICAL - Iter: 3850 / 10000,  Pseudo Inverse Loss: 0.0051, Discriminator Loss: 1.6057, Pseudo Target MSELoss: 0.1251,  Dis_Pseudo_Loss: 0.2902, Dis_target_Loss.: -0.1380
2024-11-29T21:59:17.558715+08:00 - CRITICAL - Iter: 3900 / 10000,  Pseudo Inverse Loss: 0.0049, Discriminator Loss: 0.5632, Pseudo Target MSELoss: 0.1530,  Dis_Pseudo_Loss: 0.5677, Dis_target_Loss.: -0.2995
2024-11-29T21:59:21.928990+08:00 - CRITICAL - Iter: 3950 / 10000,  Pseudo Inverse Loss: 0.0045, Discriminator Loss: 0.8047, Pseudo Target MSELoss: 0.2632,  Dis_Pseudo_Loss: 0.8270, Dis_target_Loss.: -0.3339
2024-11-29T21:59:26.750709+08:00 - CRITICAL - Iter: 4000 / 10000,  Pseudo Inverse Loss: 0.0049, Discriminator Loss: 1.0585, Pseudo Target MSELoss: 0.4526,  Dis_Pseudo_Loss: 1.1121, Dis_target_Loss.: -0.3823
2024-11-29T21:59:31.143066+08:00 - CRITICAL - Iter: 4050 / 10000,  Pseudo Inverse Loss: 0.0039, Discriminator Loss: 1.0595, Pseudo Target MSELoss: 0.8141,  Dis_Pseudo_Loss: 1.3911, Dis_target_Loss.: -0.4003
2024-11-29T21:59:35.412223+08:00 - CRITICAL - Iter: 4100 / 10000,  Pseudo Inverse Loss: 0.0040, Discriminator Loss: 1.3721, Pseudo Target MSELoss: 1.4523,  Dis_Pseudo_Loss: 1.6752, Dis_target_Loss.: -0.3808
2024-11-29T21:59:39.910662+08:00 - CRITICAL - Iter: 4150 / 10000,  Pseudo Inverse Loss: 0.0059, Discriminator Loss: 1.5392, Pseudo Target MSELoss: 2.2928,  Dis_Pseudo_Loss: 1.8980, Dis_target_Loss.: -0.3874
2024-11-29T21:59:44.464824+08:00 - CRITICAL - Iter: 4200 / 10000,  Pseudo Inverse Loss: 0.0053, Discriminator Loss: 1.9756, Pseudo Target MSELoss: 3.5393,  Dis_Pseudo_Loss: 2.1319, Dis_target_Loss.: -0.3532
2024-11-29T21:59:48.943619+08:00 - CRITICAL - Iter: 4250 / 10000,  Pseudo Inverse Loss: 0.0033, Discriminator Loss: 2.0241, Pseudo Target MSELoss: 4.7740,  Dis_Pseudo_Loss: 1.7739, Dis_target_Loss.: -0.3014
